I#ID	Name
G2901	YIL096C
G2902	YER131W
G2903	decoy86
G2904	YAR033W
G2905	YOR158W
G2906	YGR287C
G2907	YNL283C
G2908	YMR218C
G2909	YDR434W
G2910	YLR145W
G2911	YBR269C
G2912	YJR099W
G2913	YDL229W
G2914	YOR071C
G2915	YLR377C
G2916	YMR278W
G2917	YJR134C
G2918	decoy242
G2919	YDL008W
G2920	decoy207
G2921	YBL023C
G2922	YIL118W
G2923	YOR019W
G2924	YNL223W
G2925	decoy216
G2926	YBR073W
G2927	YNL192W
G2928	YKL027W
G2929	YLR224W
G2930	YKL192C
G2931	YDR305C
G2932	YOR355W
G2933	YIL132C
G2934	YKL001C
G2935	YEL017W
G2936	decoy194
G2937	YOR389W
G2938	YNL090W
G2939	YDR221W
G2940	YAR031W
G2941	YGR181W
G2942	YLR262C-A
G2943	YLR445W
G2944	YNR034W-A
G2945	YJR143C
G2946	YER174C
G2947	YGL106W
G2948	YBR192W
G2949	decoy223
G2950	YCR091W
G2951	YBL024W
G2952	YGL170C
G2953	YIL134C-A
G2954	YLR154W-E
G2955	YGL228W
G2956	YEL048C
G2957	YHR214C-E
G2958	YDR261W-B
G2959	YBR294W
G2960	YBR166C
G2961	decoy47
G2962	YNL275W
G2963	YDR097C
G2964	YOR347C
G2965	decoy159
G2966	YLR229C
G2967	YLR324W
G2968	YBR204C
G2969	YNL062C
G2970	YPL213W
G2971	YOR056C
G2972	YDR231C
G2973	YDR152W
G2974	YDR227W
G2975	YDL206W
G2976	YLR047C
G2977	YPR102C
G2978	YNL021W
G2979	YER155C
G2980	YER172C
G2981	YOR305W
G2982	YDL193W
G2983	YPL225W
G2984	YGR283C
G2985	YJR130C
G2986	YDR523C
G2987	YOR340C
G2988	YOR188W
G2989	YBR115C
G2990	YHR182W
G2991	YJL042W
G2992	YDL138W
G2993	YLR020C
G2994	YGL225W
G2995	YER017C
G2996	YML026C
G2997	YBR127C
G2998	YGR158C
G2999	YJL196C
G3000	YER154W
G3001	YNL034W
G3002	YIR022W
G3003	YMR111C
G3004	YMR300C
G3005	YHR193C
G3006	YBL078C
G3007	YLL005C
G3008	YGL124C
G3009	YOL109W
G3010	YJL095W
G3011	YGL226C-A
G3012	YPR057W
G3013	YOR184W
G3014	YGR105W
G3015	YPR067W
G3016	YNL194C
G3017	YHR097C
G3018	YHR192W
G3019	YOL159C
G3020	YLR038C
G3021	YLL023C
G3022	YLR168C
G3023	YHR021W-A
G3024	decoy241
G3025	YDR292C
G3026	YDL076C
G3027	YLR209C
G3028	decoy2
G3029	YOL123W
G3030	YOR045W
G3031	YBL002W
G3032	YDR504C
G3033	YJR103W
G3034	YOL017W
G3035	YAL026C
G3036	YLR045C
G3037	YJL212C
G3038	YJR151W-A
G3039	YGR120C
G3040	YAR019C
G3041	YOR042W
G3042	YBR225W
G3043	YKR093W
G3044	YMR175W-A
G3045	YPL115C
G3046	YGL206C
G3047	decoy204
G3048	YDL140C
G3049	YKL048C
G3050	YKL159C
G3051	YPL119C
G3052	YMR262W
G3053	YER093C-A
G3054	YAR064W
G3055	YGL172W
G3056	YGR175C
G3057	YFR057W
G3058	YMR186W
G3059	YDR483W
G3060	YDR224C
G3061	YER179W
G3062	YGL065C
G3063	YGR123C
G3064	YMR146C
G3065	YJL218W
G3066	YIL076W
G3067	YMR147W
G3068	YBR230C
G3069	YPL061W
G3070	YGR129W
G3071	YKL033W
G3072	YOR104W
G3073	YJL070C
G3074	YOR145C
G3075	YCR067C
G3076	YGR093W
G3077	YDL227C
G3078	YMR192W
G3079	decoy16
G3080	YDR507C
G3081	YIR032C
G3082	decoy200
G3083	YLR401C
G3084	YLL021W
G3085	YOR020C
G3086	YPR011C
G3087	YMR134W
G3088	YGR075C
G3089	YCL024W
G3090	YGL130W
G3091	YDR283C
G3092	decoy173
G3093	YCL012C
G3094	YGL009C
G3095	YGL090W
G3096	YMR276W
G3097	YDR083W
G3098	YNR075C-A
G3099	YOR021C
G3100	YFL046W
G3101	YLL019C
G3102	YOR014W
G3103	YPR187W
G3104	YDR165W
G3105	YHL006C
G3106	YML092C
G3107	YPL060W
G3108	YKL162C
G3109	YLR060W
G3110	YGL126W
G3111	YIL033C
G3112	YGL196W
G3113	YOL027C
G3114	YPR073C
G3115	YFL034C-B
G3116	YMR308C
G3117	YNL207W
G3118	YBR191W
G3119	YDL116W
G3120	YDR042C
G3121	YBR030W
G3122	YHR028C
G3123	YLR174W
G3124	YBR200W
G3125	YPL098C
G3126	YGL108C
G3127	YFR005C
G3128	YKL163W
G3129	YNL197C
G3130	YKL126W
G3131	YFR015C
G3132	YPL165C
G3133	YML052W
G3134	YDR503C
G3135	YBR278W
G3136	YLR028C
G3137	YFR047C
G3138	YHL003C
G3139	YNL064C
G3140	YPL176C
G3141	YGR109C
G3142	YHR051W
G3143	YGR091W
G3144	YOR027W
G3145	YLR448W
G3146	YBR084W
G3147	YBR104W
G3148	decoy5
G3149	YDR130C
G3150	YMR274C
G3151	YNL065W
G3152	decoy125
G3153	YLR312C-B
G3154	YPL111W
G3155	YFL048C
G3156	YPL134C
G3157	YKL212W
G3158	YMR142C
G3159	YJR044C
G3160	YFL001W
G3161	YLR012C
G3162	YIL035C
G3163	YDR321W
G3164	YBR213W
G3165	YNL032W
G3166	YBL027W
G3167	YHR127W
G3168	YOL104C
G3169	YNL036W
G3170	YBR140C
G3171	YIR007W
G3172	YGL220W
G3173	YKL018W
G3174	YOR222W
G3175	YOR136W
G3176	YBR044C
G3177	YPL126W
G3178	YMR012W
G3179	YGR057C
G3180	YPL249C-A
G3181	YBR085W
G3182	YCR023C
G3183	YPL137C
G3184	YCL001W-B
G3185	YJR079W
G3186	YGR031W
G3187	YGL021W
G3188	YNR046W
G3189	YJR019C
G3190	YNL231C
G3191	YML019W
G3192	YOR275C
G3193	YBL099W
G3194	YGL094C
G3195	YGL057C
G3196	YOR201C
G3197	YOR204W
G3198	YOR127W
G3199	decoy208
G3200	decoy250
G3201	YLR170C
G3202	YDR145W
G3203	YDR363W-A
G3204	YGL054C
G3205	YOR306C
G3206	YEL020W-A
G3207	YGR198W
G3208	YGR009C
G3209	YOL011W
G3210	YKL128C
G3211	YAL044W-A
G3212	YBR063C
G3213	YOR138C
G3214	YNL102W
G3215	YOR075W
G3216	YHR034C
G3217	YDR198C
G3218	YDR473C
G3219	YPR078C
G3220	YJL141C
G3221	YAL020C
G3222	YBR159W
G3223	YDR085C
G3224	YLR357W
G3225	YBR121C
G3226	YLR431C
G3227	YOR238W
G3228	YLR072W
G3229	YBL057C
G3230	YML054C-A
G3231	YMR013C
G3232	YNL267W
G3233	YGL176C
G3234	YOL140W
G3235	YKL065C
G3236	YCL068C
G3237	YKR008W
G3238	YLR421C
G3239	YAL047C
G3240	YPL255W
G3241	YIL089W
G3242	YAL049C
G3243	decoy269
G3244	YIR036C
G3245	YNL288W
G3246	YDR035W
G3247	YJL178C
G3248	YFL024C
G3249	YJL111W
G3250	YLR305C
G3251	YDR379W
G3252	YDR219C
G3253	YOR068C
G3254	YOL146W
G3255	YER083C
G3256	YGR062C
G3257	YOR031W
G3258	YDR449C
G3259	YAL029C
G3260	YER099C
G3261	YLR407W
G3262	YLR412W
G3263	YDR132C
G3264	YKR104W
G3265	YCR094W
G3266	YIL008W
G3267	YMR224C
G3268	YOR048C
G3269	YBL112C
G3270	YMR038C
G3271	YMR235C
G3272	YOR247W
G3273	YJR015W
G3274	YFR013W
G3275	decoy71
G3276	YNL206C
G3277	YHR064C
G3278	YDR251W
G3279	YIL030C
G3280	YHR170W
G3281	decoy257
G3282	YOR163W
G3283	decoy259
G3284	YMR048W
G3285	YGR278W
G3286	YOL022C
G3287	YDL069C
G3288	YLL015W
G3289	YOR167C
G3290	YKR080W
G3291	YPL209C
G3292	YKL194C
G3293	YNL121C
G3294	YMR093W
G3295	YDR386W
G3296	YER059W
G3297	YDL223C
G3298	YKR014C
G3299	YKR020W
G3300	YKL176C
G3301	YPR093C
G3302	YLR246W
G3303	YDR364C
G3304	YGL155W
G3305	YPR049C
G3306	YEL069C
G3307	YPR129W
G3308	YJL197W
G3309	YPR120C
G3310	YGL258W
G3311	YKL057C
G3312	YKL078W
G3313	YIL115C
G3314	YFL053W
G3315	YGR135W
G3316	YHR113W
G3317	YPR088C
G3318	YMR312W
G3319	YLR019W
G3320	YOL013W-B
G3321	YGL231C
G3322	YDL029W
G3323	YLR001C
G3324	YJR151C
G3325	YEL005C
G3326	YJL186W
G3327	YFR021W
G3328	YMR291W
G3329	YDR153C
G3330	YOR301W
G3331	YLR312C
G3332	YPL183C
G3333	YDR087C
G3334	YDL124W
G3335	YLR265C
G3336	YBR245C
G3337	YCL047C
G3338	YNL040W
G3339	YKL096C-B
G3340	YOL048C
G3341	YAR035C-A
G3342	YLR191W
G3343	YDR175C
G3344	decoy164
G3345	YOR141C
G3346	YPR111W
G3347	YEL063C
G3348	YER050C
G3349	YPL106C
G3350	YER042W
G3351	YOR242C
G3352	YNR003C
G3353	YDR184C
G3354	YDR489W
G3355	YER004W
G3356	YBL020W
G3357	YLL010C
G3358	YJR063W
G3359	YPL037C
G3360	YHR021C
G3361	YGR133W
G3362	YCR037C
G3363	YNL274C
G3364	YIL110W
G3365	YHL019C
G3366	YLL014W
G3367	YJL023C
G3368	YJR011C
G3369	decoy52
G3370	YBR172C
G3371	YGL142C
G3372	YPL153C
G3373	YNL009W
G3374	YPL010W
G3375	YNL148C
G3376	YJL074C
G3377	YAR003W
G3378	YEL046C
G3379	YLR340W
G3380	YIL007C
G3381	YGL164C
G3382	YCR079W
G3383	YGL038C
G3384	YJL163C
G3385	YLR219W
G3386	decoy116
G3387	YMR208W
G3388	YLL042C
G3389	YJR068W
G3390	YER044C
G3391	YPL212C
G3392	YPL059W
G3393	YOR267C
G3394	YAR014C
G3395	YDL098C
G3396	YMR220W
G3397	YHR063C
G3398	YMR001C-A
G3399	YLR239C
G3400	YJR062C
G3401	decoy141
G3402	YPR167C
G3403	YMR159C
G3404	YKR006C
G3405	YDL154W
G3406	YLR417W
G3407	YPL091W
G3408	YJR076C
G3409	decoy46
G3410	YGR281W
G3411	YGR017W
G3412	YKL116C
G3413	YPR048W
G3414	YBR169C
G3415	YDR124W
G3416	YGL079W
G3417	YLR053C
G3418	decoy100
G3419	YBL059W
G3420	YGR211W
G3421	YDR233C
G3422	YHR115C
G3423	YDR393W
G3424	YBL079W
G3425	YPL161C
G3426	YGR216C
G3427	YKR054C
G3428	YKL068W-A
G3429	YFR050C
G3430	YHR176W
G3431	YKL178C
G3432	YGR077C
G3433	YDR374C
G3434	YPR174C
G3435	YLR162W
G3436	YBR148W
G3437	YFL040W
G3438	YKL121W
G3439	YGR166W
G3440	YOR226C
G3441	YKL090W
G3442	YDR072C
G3443	YDR159W
G3444	YDR178W
G3445	YNL217W
G3446	YBR286W
G3447	YKL071W
G3448	YMR081C
G3449	YJR104C
G3450	YNL035C
G3451	YBR220C
G3452	YPR113W
G3453	YIL125W
G3454	YPR089W
G3455	YOL019W
G3456	YOR288C
G3457	YOR233W
G3458	YPL183W-A
G3459	YHR156C
G3460	YGL216W
G3461	YGR132C
G3462	YJL151C
G3463	YGR199W
G3464	YBR056W-A
G3465	YGL113W
G3466	YDL085W
G3467	YJL146W
G3468	YML007C-A
G3469	YGR189C
G3470	YLR175W
G3471	YOR241W
G3472	YNL100W
G3473	YPL052W
G3474	YDR217C
G3475	YKR076W
G3476	YGR001C
G3477	decoy58
G3478	YCR030C
G3479	YDR245W
G3480	YOR353C
G3481	YOR221C
G3482	YDL059C
G3483	YPL207W
G3484	YDR162C
G3485	YPL233W
G3486	YNL058C
G3487	YPL135W
G3488	YBR138C
G3489	YDR013W
G3490	YPR143W
G3491	YGL234W
G3492	YGR185C
G3493	YPR045C
G3494	YFR029W
G3495	YMR251W
G3496	YML097C
G3497	YPR084W
G3498	YPL086C
G3499	YER074W
G3500	YCR010C
G3501	YHR122W
G3502	YLR240W
G3503	YLR192C
G3504	YIL015W
G3505	YHR117W
G3506	YGL005C
G3507	YHR031C
G3508	YER144C
G3509	YKL033W-A
G3510	YGR030C
G3511	YAL046C
G3512	YJL194W
G3513	YPR010C
G3514	YER070W
G3515	YLR393W
G3516	YMR246W
G3517	YHR181W
G3518	YMR206W
G3519	YDL110C
G3520	YMR165C
G3521	YLL055W
G3522	YDL245C
G3523	YDR103W
G3524	YFR012W
G3525	YNL252C
G3526	YER122C
G3527	YLL003W
G3528	YDR118W
G3529	YCR032W
G3530	YNL264C
G3531	YDR119W
G3532	YGR074W
G3533	decoy132
G3534	YFR026C
G3535	YLR382C
G3536	YDR046C
G3537	YNL271C
G3538	YBR080C
G3539	YGR271C-A
G3540	YGL235W
G3541	YEL018W
G3542	decoy95
G3543	YDR403W
G3544	YAL015C
G3545	YDR372C
G3546	YLR368W
G3547	YPL173W
G3548	YDR045C
G3549	YAL064C-A
G3550	YLR052W
G3551	YGR200C
G3552	decoy74
G3553	YNL248C
G3554	YBL047C
G3555	YIL127C
G3556	YOL038C-A
G3557	YLR130C
G3558	decoy123
G3559	YPL069C
G3560	YOR258W
G3561	YPR190C
G3562	YML066C
G3563	YER041W
G3564	YNL300W
G3565	YBR247C
G3566	YMR062C
G3567	YGL144C
G3568	YDR458C
G3569	decoy279
G3570	YGL201C
G3571	YJL144W
G3572	decoy183
G3573	YKL067W
G3574	YHR044C
G3575	YGL116W
G3576	YGL145W
G3577	YBR197C
G3578	YJR125C
G3579	YIL112W
G3580	YDR541C
G3581	YCL036W
G3582	YNL315C
G3583	YPR058W
G3584	YLR102C
G3585	YOL129W
G3586	YJR034W
G3587	YJL055W
G3588	YDR524C
G3589	YOR281C
G3590	decoy17
G3591	YGL040C
G3592	YER039C
G3593	YHR209W
G3594	YJR040W
G3595	YLR267W
G3596	YIL129C
G3597	YDL025C
G3598	YCL009C
G3599	YDR430C
G3600	YKL063C
G3601	YKR084C
G3602	YFL018C
G3603	YDL074C
G3604	decoy134
G3605	YEL007W
G3606	YGR108W
G3607	YCR086W
G3608	YGR143W
G3609	YDR476C
G3610	YDR505C
G3611	YGL120C
G3612	YPL171C
G3613	YOR084W
G3614	YJL088W
G3615	YDR183W
G3616	YCR038C
G3617	YDR328C
G3618	YKL068W
G3619	YIL050W
G3620	YLR138W
G3621	YAL039C
G3622	YKL087C
G3623	YDR501W
G3624	YNR057C
G3625	YMR232W
G3626	YEL071W
G3627	YPL019C
G3628	YMR118C
G3629	YLR268W
G3630	YGR033C
G3631	YGL115W
G3632	YNL071W
G3633	YOL064C
G3634	YJR118C
G3635	YPL094C
G3636	YLL034C
G3637	YNR039C
G3638	YOR212W
G3639	YLR210W
G3640	YMR001C
G3641	YBR141C
G3642	YIL176C
G3643	YIR008C
G3644	YKL151C
G3645	YOR023C
G3646	YNR004W
G3647	YER047C
G3648	YLR017W
G3649	YDR109C
G3650	YGR174W-A
G3651	YLL004W
G3652	YCR083W
G3653	YNL284C
G3654	YKR037C
G3655	YDR454C
G3656	YDR297W
G3657	YJR124C
G3658	YOR371C
G3659	YOL025W
G3660	YFR023W
G3661	YML119W
G3662	YFR045W
G3663	decoy130
G3664	YPL004C
G3665	decoy238
G3666	YNL172W
G3667	decoy278
G3668	YLR315W
G3669	YCR088W
G3670	YNL124W
G3671	YKL055C
G3672	YBL072C
G3673	YDR090C
G3674	YNL182C
G3675	YGL119W
G3676	decoy246
G3677	YNL008C
G3678	YLR419W
G3679	YJR058C
G3680	decoy90
G3681	YPR082C
G3682	YAL010C
G3683	YNL006W
G3684	YKL092C
G3685	YLR197W
G3686	YDR006C
G3687	YIR034C
G3688	YOL075C
G3689	YGR257C
G3690	YNL302C
G3691	YNR023W
G3692	YDR131C
G3693	YAR050W
G3694	YNL177C
G3695	YOR361C
G3696	YHR101C
G3697	YDR490C
G3698	YHR134W
G3699	YCL025C
G3700	YEL030W
G3701	YLR120C
G3702	YPL036W
G3703	YJL020C
G3704	YAR042W
G3705	YER087W
G3706	YOR153W
G3707	YLR308W
G3708	YGR096W
G3709	decoy104
G3710	YKL089W
G3711	YOR273C
G3712	YJR093C
G3713	YLR390W-A
G3714	YGR243W
G3715	YMR316W
G3716	YBL060W
G3717	YHR168W
G3718	YGR206W
G3719	YOR272W
G3720	YBL082C
G3721	YGL215W
G3722	YHL040C
G3723	YEL001C
G3724	YPR155C
G3725	YML003W
G3726	YJL054W
G3727	YDR280W
G3728	YPL066W
G3729	YJL057C
G3730	YDR500C
G3731	YHR015W
G3732	YBR085C-A
G3733	YJL052W
G3734	YJR126C
G3735	YGR266W
G3736	YNL159C
G3737	YFL054C
G3738	YKL216W
G3739	YBR139W
G3740	YMR105W-A
G3741	YBR109C
G3742	YNL086W
G3743	YKL221W
G3744	YDL111C
G3745	YIR009W
G3746	YOL005C
G3747	YBR045C
G3748	YKR058W
G3749	YDR539W
G3750	YLR037C
G3751	YCL011C
G3752	YLR031W
G3753	YGR178C
G3754	YCR028C
G3755	decoy150
G3756	YDL231C
G3757	YLR007W
G3758	YNL227C
G3759	YEL032W
G3760	YKR103W
G3761	YBL081W
G3762	YHR107C
G3763	YLR095C
G3764	YPL231W
G3765	YDL114W
G3766	YGR045C
G3767	YKR010C
G3768	YBR130C
G3769	YBR018C
G3770	YMR063W
G3771	YGL236C
G3772	YOL145C
G3773	YKL088W
G3774	YIL023C
G3775	YBR196C-B
G3776	YLR035C
G3777	YLL043W
G3778	YOR069W
G3779	YOR149C
G3780	YIL009C-A
G3781	YML022W
G3782	YOL097W-A
G3783	decoy106
G3784	decoy13
G3785	YER141W
G3786	YDR056C
G3787	YDL079C
G3788	YKL019W
G3789	YML005W
G3790	YML083C
G3791	YBL066C
G3792	YOL077W-A
G3793	YMR173W
G3794	YHL030W
G3795	YOL127W
G3796	YJL029C
G3797	YBR050C
G3798	YGL148W
G3799	YPL215W
G3800	YDL234C
G3801	YCL001W
G3802	YFR006W
G3803	YHR029C
G3804	YLL050C
G3805	YHR135C
G3806	YKL205W
G3807	YJR010W
G3808	YKL105C
G3809	YMR089C
G3810	decoy177
G3811	YBR275C
G3812	YMR284W
G3813	YOR264W
G3814	YGR148C
G3815	YHR032W
G3816	YOR322C
G3817	YNR074C
G3818	YDR070C
G3819	YLL066W-B
G3820	YKL021C
G3821	YOL030W
G3822	YKL183C-A
G3823	YBL043W
G3824	YDR228C
G3825	YDL235C
G3826	YOR234C
G3827	YEL037C
G3828	YPL170W
G3829	YMR127C
G3830	YHR008C
G3831	YBR024W
G3832	YIL169C
G3833	YDR470C
G3834	YPR124W
G3835	YPR131C
G3836	YMR041C
G3837	YDR257C
G3838	YOL086W-A
G3839	YEL066W
G3840	YOR057W
G3841	YEL019C
G3842	YPR069C
G3843	YGL123W
G3844	YBR216C
G3845	YPR110C
G3846	YJL008C
G3847	YOR051C
G3848	YDL005C
G3849	YDR334W
G3850	YNL164C
G3851	YBR020W
G3852	YOR245C
G3853	YML067C
G3854	YDR265W
G3855	YGL105W
G3856	YPR168W
G3857	YGR235C
G3858	YDL199C
G3859	YIR005W
G3860	YOL069W
G3861	YFR053C
G3862	YDR086C
G3863	YBR074W
G3864	YKL135C
G3865	YOL121C
G3866	YDR050C
G3867	YGL203C
G3868	YDR472W
G3869	YFL065C
G3870	YLR165C
G3871	YBR043C
G3872	YPL240C
G3873	YGL107C
G3874	YBR256C
G3875	YML117W
G3876	YFL013C
G3877	YLR154C
G3878	YNL214W
G3879	YMR302C
G3880	YCR090C
G3881	YBR129C
G3882	YOR328W
G3883	YLR262C
G3884	YNR070W
G3885	YBL107C
G3886	YPL028W
G3887	YGR083C
G3888	YBR090C
G3889	decoy98
G3890	YNL239W
G3891	decoy15
G3892	YIR028W
G3893	YMR054W
G3894	YPL260W
G3895	YDR399W
G3896	YOR124C
G3897	YIL135C
G3898	decoy81
G3899	YFL068W
G3900	YBR246W
G3901	decoy48
G3902	YBR086C
G3903	YER002W
G3904	YJL132W
G3905	YHR207C
G3906	YPL103C
G3907	YOL073C
G3908	YOR101W
G3909	YLR323C
G3910	YNL005C
G3911	YGR127W
G3912	YKR009C
G3913	YJL014W
G3914	YER133W
G3915	decoy277
G3916	YNL128W
G3917	YKL207W
G3918	YGL056C
G3919	YKR011C
G3920	decoy226
G3921	YDL107W
G3922	YIL091C
G3923	YNL306W
G3924	YPR145W
G3925	YPL216W
G3926	YIL069C
G3927	YGR058W
G3928	YMR090W
G3929	YDL100C
G3930	YHR105W
G3931	YBR262C
G3932	YJL047C
G3933	YHR076W
G3934	YPL063W
G3935	YKL110C
G3936	YNL011C
G3937	YEL043W
G3938	YOL117W
G3939	YDL002C
G3940	YHR197W
G3941	YGL246C
G3942	YFR031C-A
G3943	YPL159C
G3944	YIL166C
G3945	YBR114W
G3946	YJR100C
G3947	YGR065C
G3948	YDL131W
G3949	YDR400W
G3950	YEL072W
G3951	YKL184W
G3952	YLR067C
G3953	YJR101W
G3954	YDL164C
G3955	YNL007C
G3956	YIL123W
G3957	YAL064W
G3958	YER060W
G3959	YLR118C
G3960	YBR162W-A
G3961	YDL010W
G3962	YFL060C
G3963	YHR048W
G3964	YPR159W
G3965	YBR023C
G3966	YPR063C
G3967	YLR044C
G3968	decoy129
G3969	decoy50
G3970	YBR004C
G3971	YGR003W
G3972	YOR185C
G3973	YKL142W
G3974	YNL232W
G3975	YGR019W
G3976	YPL078C
G3977	YOR030W
G3978	decoy234
G3979	decoy152
G3980	YNL082W
G3981	YGR128C
G3982	YPL148C
G3983	YBR147W
G3984	YPL236C
G3985	YNL310C
G3986	YBR219C
G3987	YHL029C
G3988	YAL022C
G3989	YHR042W
G3990	YGL223C
G3991	YAL058W
G3992	YCL064C
G3993	decoy193
G3994	YGR264C
G3995	YPR134W
G3996	YGR205W
G3997	YHR007C-A
G3998	YLR244C
G3999	YER170W
G4000	decoy149
G4001	YIL097W
G4002	YHR157W
G4003	YOL049W
G4004	YOR251C
G4005	YOR143C
G4006	YFL055W
G4007	YNR055C
G4008	YKL117W
G4009	YHR121W
G4010	YNL014W
G4011	YGL031C
G4012	YMR096W
G4013	YKR019C
G4014	YMR288W
G4015	YER021W
G4016	YER176W
G4017	YNL255C
G4018	YPR075C
G4019	YOL007C
G4020	YNR032W
G4021	YHR186C
G4022	YML018C
G4023	YHL035C
G4024	YNR022C
G4025	YNL250W
G4026	YLR164W
G4027	YPR133C
G4028	YIL117C
G4029	YPR151C
G4030	YLR316C
G4031	YMR209C
G4032	YDL054C
G4033	YNL270C
G4034	YBR249C
G4035	YDR341C
G4036	YHR161C
G4037	decoy148
G4038	YNL038W
G4039	YNL092W
G4040	YLR397C
G4041	YLL045C
G4042	YLR231C
G4043	YER153C
G4044	YDL176W
G4045	YMR077C
G4046	YNR056C
G4047	YPL008W
G4048	YGR169C-A
G4049	YPL163C
G4050	decoy220
G4051	YCR093W
G4052	YML036W
G4053	YMR153W
G4054	YDL019C
G4055	YPR103W
G4056	YBR014C
G4057	YFL029C
G4058	decoy258
G4059	YGR221C
G4060	YMR061W
G4061	decoy44
G4062	YIR021W-A
G4063	YOL024W
G4064	YKR068C
G4065	YML081C-A
G4066	YLR057W
G4067	YJL050W
G4068	decoy217
G4069	YNL233W
G4070	YPR133W-A
G4071	YAL027W
G4072	YGL010W
G4073	YNL316C
G4074	YER180C
G4075	YKR028W
G4076	YOR289W
G4077	YOR116C
G4078	YBR271W
G4079	YJL060W
G4080	YNL037C
G4081	YDL086W
G4082	YBR252W
G4083	YBL026W
G4084	YCR035C
G4085	YFR016C
G4086	YHR099W
G4087	YPR152C
G4088	YMR242C
G4089	YJR142W
G4090	YAL034W-A
G4091	YGL018C
G4092	YHR089C
G4093	YAR002C-A
G4094	YFL042C
G4095	YIR003W
G4096	YEL058W
G4097	YNL155W
G4098	YOR072W-B
G4099	YHR052W
G4100	YMR072W
G4101	YER026C
G4102	YJL104W
G4103	YDL125C
G4104	YNL022C
G4105	decoy41
G4106	YBL085W
G4107	YFL064C
G4108	YML055W
G4109	YMR013W-A
G4110	YLR424W
G4111	YLR022C
G4112	YER082C
G4113	YLL063C
G4114	YDR363W
G4115	YLR263W
G4116	YJR067C
G4117	YBR059C
G4118	YPL221W
G4119	YMR020W
G4120	YIL090W
G4121	YGL091C
G4122	YPR114W
G4123	YER012W
G4124	YDR362C
G4125	YOR011W-A
G4126	YCL014W
G4127	YIL051C
G4128	YLR270W
G4129	YCL043C
G4130	YNR021W
G4131	YNL125C
G4132	YOR008C-A
G4133	YPL166W
G4134	YBR071W
G4135	YCR043C
G4136	YML015C
G4137	YCR015C
G4138	YJL149W
G4139	YGL037C
G4140	YGL169W
G4141	YER103W
G4142	YHR106W
G4143	YMR170C
G4144	YPL027W
G4145	YGL154C
G4146	YJR153W
G4147	YGL128C
G4148	YOR003W
G4149	decoy282
G4150	YML024W
G4151	YDL202W
G4152	YNR012W
G4153	YMR143W
G4154	YDL141W
G4155	YLR396C
G4156	YDR389W
G4157	YHL048C-A
G4158	YOR293W
G4159	decoy174
G4160	YGR237C
G4161	YFL059W
G4162	YLR359W
G4163	YDR385W
G4164	YMR197C
G4165	YLL035W
G4166	YBR108W
G4167	YBR254C
G4168	YFR030W
G4169	YOR252W
G4170	YPL192C
G4171	YGR172C
G4172	YCL063W
G4173	YGL168W
G4174	YNR068C
G4175	YMR066W
G4176	YDR524C-B
G4177	YKL074C
G4178	YLR040C
G4179	YDL175C
G4180	YLR194C
G4181	YER029C
G4182	YBR084C-A
G4183	YAL037C-A
G4184	YFR036W
G4185	YEL057C
G4186	YOR032W-A
G4187	decoy180
G4188	YOL137W
G4189	decoy236
G4190	YOL086C
G4191	YIL098C
G4192	YIL002W-A
G4193	YGR082W
G4194	YOL076W
G4195	decoy231
G4196	YNL268W
G4197	YBR009C
G4198	YPR194C
G4199	YHL036W
G4200	YOR010C
G4201	YOR313C
G4202	YPL055C
G4203	YAL014C
G4204	YLL033W
G4205	YAL018C
G4206	YDR089W
G4207	YDL146W
G4208	YLR330W
G4209	YGR232W
G4210	YHR065C
G4211	decoy124
G4212	YJL156C
G4213	YNL081C
G4214	YNL241C
G4215	decoy212
G4216	YDR189W
G4217	YHR077C
G4218	YPL257W
G4219	YAL056W
G4220	YGL041C-B
G4221	YJR089W
G4222	YHL012W
G4223	YBR298C-A
G4224	YBR181C
G4225	YLR346C
G4226	YMR002W
G4227	YML095C
G4228	YDL248W
G4229	YLR408C
G4230	YLR371W
G4231	YDL135C
G4232	YLR061W
G4233	YHR007C
G4234	YMR105C
G4235	YBR088C
G4236	YGR268C
G4237	YER046W
G4238	YAL031C
G4239	YIL046W
G4240	YLR088W
G4241	YPL243W
G4242	YER049W
G4243	YKL145W
G4244	decoy179
G4245	YDR176W
G4246	YCR002C
G4247	YKL188C
G4248	YGR253C
G4249	YML057W
G4250	YDR051C
G4251	YPL266W
G4252	YFL056C
G4253	YNL263C
G4254	decoy91
G4255	YBL069W
G4256	YIL102C
G4257	YDR240C
G4258	YGL200C
G4259	YLR137W
G4260	YGR256W
G4261	YGR231C
G4262	YDR333C
G4263	YMR229C
G4264	YLL032C
G4265	YER079W
G4266	YMR047C
G4267	YCR060W
G4268	YJL166W
G4269	YKL059C
G4270	YGR203W
G4271	YIL107C
G4272	YLR009W
G4273	YOR087W
G4274	YDR287W
G4275	decoy195
G4276	YGL259W
G4277	YER187W
G4278	YPR002W
G4279	YMR087W
G4280	YNR007C
G4281	YJR013W
G4282	YPL017C
G4283	YOR223W
G4284	YLR125W
G4285	YKR088C
G4286	YLR380W
G4287	YGR276C
G4288	YNR020C
G4289	YMR221C
G4290	YCL005W-A
G4291	YOR346W
G4292	YGR086C
G4293	YHR059W
G4294	YOR294W
G4295	YKL081W
G4296	YER145C
G4297	YOR150W
G4298	YOR274W
G4299	YML100W-A
G4300	YOR295W
